,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,nation_drop,pos_drop,age_drop,born_drop,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_drop,Expected_drop,Expected_drop,Expected_drop,Expected_drop,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Anthony Rouault,FRA,DF,23,2001,18,14,1212,13.5,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,6,52,4,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06,FRA,DF,23,2001,13.5,1,5,1,20.0,0.37,0.07,0.2,1.0,6.5,0,0,0,0.5,0.5,0.1,0.5,0.5,FRA,DF,23,2001,13.5,787,874,90.0,14146,5635,311,328,94.8,405,426,95.1,57,97,58.8,0,0.3,0.5,-0.3,6,49,1,0,52,FRA,DF,23,2001,13.5,15,11,10,3,2,10,15,66.7,5,18,9,9,19,34,63,1,FRA,DF,23,2001,13.5,1014,125,512,476,33,11,1014,5,2,40.0,3,60.0,573,2545,1121,6,6,0,4,4,697,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Atakan Karazor,TUR,MF,27,1996,32,31,2618,29.1,2,4,6,2,0,0,10,1,2.3,2.0,2.6,4.6,19,140,33,0.07,0.14,0.21,0.07,0.21,0.08,0.09,0.17,0.07,0.16,TUR,MF,27,1996,29.1,2,14,7,50.0,0.48,0.24,0.14,0.29,15.1,0,0,0,2.3,2.0,0.15,-0.3,0.0,TUR,MF,27,1996,29.1,1608,1857,86.6,24010,7326,898,993,90.4,570,634,89.9,83,125,66.4,4,2.6,2.5,1.4,15,150,18,0,140,TUR,MF,27,1996,29.1,59,29,19,28,12,29,57,50.9,28,39,7,32,32,91,51,1,TUR,MF,27,1996,29.1,2124,86,417,1361,359,27,2124,21,12,57.1,4,19.0,1112,4676,1987,19,33,1,30,16,1426,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Chris Führich,GER,"MF,FW",26,1998,33,23,1981,22.0,2,3,5,2,0,0,1,0,2.9,2.9,3.7,6.6,114,95,202,0.09,0.14,0.23,0.09,0.23,0.13,0.17,0.3,0.13,0.3,GER,"MF,FW",26,1998,22.0,2,36,12,33.3,1.64,0.55,0.06,0.17,17.3,2,0,0,2.9,2.9,0.08,-0.9,-0.9,GER,"MF,FW",26,1998,22.0,807,1003,80.5,11366,3268,500,554,90.3,238,302,78.8,41,80,51.3,3,3.7,6.0,-0.7,32,39,51,13,95,GER,"MF,FW",26,1998,22.0,15,10,5,5,5,13,27,48.1,14,23,2,21,6,21,19,0,GER,"MF,FW",26,1998,22.0,1220,20,109,438,687,115,1220,85,40,47.1,42,49.4,782,6087,3161,114,68,54,37,26,905,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Dan-Axel Zagadou,FRA,"DF,MF",25,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,"DF,MF",25,1999,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA,"DF,MF",25,1999,0.3,9,9,100.0,153,22,4,4,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FRA,"DF,MF",25,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,FRA,"DF,MF",25,1999,0.3,12,1,10,2,0,0,12,0,0,,0,,6,11,1,0,1,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Deniz Undav,GER,"FW,MF",28,1996,27,20,1726,19.2,9,3,12,9,0,0,4,0,11.7,11.7,3.6,15.2,31,70,141,0.47,0.16,0.63,0.47,0.63,0.61,0.19,0.79,0.61,0.79,GER,"FW,MF",28,1996,19.2,9,75,31,41.3,3.91,1.62,0.12,0.29,13.9,0,0,0,11.7,11.7,0.16,-2.7,-2.7,GER,"FW,MF",28,1996,19.2,431,589,73.2,6294,1741,254,311,81.7,135,182,74.2,26,46,56.5,3,3.6,3.8,-0.6,26,38,27,2,70,GER,"FW,MF",28,1996,19.2,11,10,2,3,6,1,17,5.9,16,15,2,13,3,14,10,0,GER,"FW,MF",28,1996,19.2,797,11,61,379,369,118,797,24,10,41.7,13,54.2,469,2107,964,31,18,12,51,28,624,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,El Bilal Touré,MLI,"FW,MF",22,2001,12,3,356,4.0,2,1,3,2,0,0,0,0,1.6,1.6,1.1,2.8,6,7,25,0.51,0.25,0.76,0.51,0.76,0.41,0.29,0.7,0.41,0.7,MLI,"FW,MF",22,2001,4.0,2,14,4,28.6,3.54,1.01,0.14,0.5,15.2,0,0,0,1.6,1.6,0.12,0.4,0.4,MLI,"FW,MF",22,2001,4.0,75,96,78.1,960,201,49,60,81.7,18,21,85.7,3,3,100.0,1,1.1,0.8,-0.1,7,6,4,0,7,MLI,"FW,MF",22,2001,4.0,4,1,1,1,2,3,3,100.0,0,1,0,1,0,4,1,0,MLI,"FW,MF",22,2001,4.0,137,1,6,49,85,23,137,6,3,50.0,3,50.0,72,379,168,6,5,4,10,2,110,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Enzo Millot,FRA,"MF,FW",22,2002,29,22,1843,20.5,6,5,11,6,0,1,9,0,7.6,6.7,3.1,9.8,44,118,123,0.29,0.24,0.54,0.29,0.54,0.37,0.15,0.52,0.33,0.48,FRA,"MF,FW",22,2002,20.5,6,43,17,39.5,2.1,0.83,0.14,0.35,16.6,0,0,1,7.6,6.7,0.16,-1.6,-0.7,FRA,"MF,FW",22,2002,20.5,967,1140,84.8,13665,3306,611,668,91.5,290,336,86.3,43,81,53.1,5,3.1,3.5,1.9,23,89,30,3,118,FRA,"MF,FW",22,2002,20.5,30,13,10,15,5,12,35,34.3,23,27,0,27,13,43,6,1,FRA,"MF,FW",22,2002,20.5,1397,9,180,760,470,75,1396,67,31,46.3,35,52.2,848,4659,1826,44,34,12,46,36,1067,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Ermedin Demirović,BIH,FW,26,1998,34,20,1855,20.6,15,1,16,15,0,2,2,0,14.1,12.4,1.9,14.3,20,31,115,0.73,0.05,0.78,0.73,0.78,0.69,0.09,0.78,0.6,0.7,BIH,FW,26,1998,20.6,15,64,27,42.2,3.11,1.31,0.23,0.56,11.3,0,0,2,14.1,12.4,0.19,0.9,2.6,BIH,FW,26,1998,20.6,258,367,70.3,2971,645,171,225,76.0,62,84,73.8,2,5,40.0,1,1.9,1.7,-0.9,18,15,10,0,31,BIH,FW,26,1998,20.6,12,7,3,4,5,3,12,25.0,9,14,3,11,3,15,12,0,BIH,FW,26,1998,20.6,582,10,45,239,301,126,580,25,5,20.0,19,76.0,305,1388,586,20,16,9,39,27,437,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Fabian Rieder,SUI,"MF,FW",22,2002,21,8,867,9.6,1,3,4,1,0,0,1,0,1.4,1.4,2.0,3.4,20,38,61,0.1,0.31,0.42,0.1,0.42,0.14,0.21,0.35,0.14,0.35,SUI,"MF,FW",22,2002,9.6,1,20,7,35.0,2.08,0.73,0.05,0.14,22.1,6,0,0,1.4,1.4,0.07,-0.4,-0.4,SUI,"MF,FW",22,2002,9.6,281,398,70.6,4721,1342,137,160,85.6,110,141,78.0,27,61,44.3,3,2.0,2.4,1.0,12,26,11,2,38,SUI,"MF,FW",22,2002,9.6,17,14,4,9,4,7,23,30.4,16,10,1,9,10,27,7,1,SUI,"MF,FW",22,2002,9.6,492,6,60,215,228,17,492,19,9,47.4,10,52.6,253,1466,631,20,15,3,21,13,315,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Finn Jeltsch,GER,DF,18,2006,12,9,780,8.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,8,31,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,GER,DF,18,2006,8.7,0,2,0,0.0,0.23,0.0,0.0,,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,GER,DF,18,2006,8.7,582,639,91.1,9402,2308,269,284,94.7,291,307,94.8,13,33,39.4,0,0.1,0.3,-0.1,2,29,1,0,31,GER,DF,18,2006,8.7,18,13,6,11,1,12,15,80.0,3,12,6,6,13,31,27,2,GER,DF,18,2006,8.7,727,46,234,461,34,2,727,3,2,66.7,1,33.3,476,3112,1472,8,11,1,10,1,525,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Frans Krätzig,GER,DF,21,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,DF,21,2003,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER,DF,21,2003,0.6,36,41,87.8,510,123,23,23,100.0,12,16,75.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2,GER,DF,21,2003,0.6,2,1,1,0,1,1,3,33.3,2,2,1,1,0,2,1,0,GER,DF,21,2003,0.6,48,4,12,22,14,0,48,0,0,,0,,30,85,39,0,0,0,1,0,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Jacob Bruun Larsen,DEN,"MF,FW",25,1998,15,3,414,4.6,1,0,1,1,0,0,1,0,0.6,0.6,1.2,1.8,19,19,40,0.22,0.0,0.22,0.22,0.22,0.13,0.27,0.39,0.13,0.39,DEN,"MF,FW",25,1998,4.6,1,6,3,50.0,1.3,0.65,0.17,0.33,16.2,0,0,0,0.6,0.6,0.1,0.4,0.4,DEN,"MF,FW",25,1998,4.6,115,163,70.6,1895,554,62,81,76.5,42,54,77.8,9,15,60.0,0,1.2,1.6,-1.2,11,8,17,6,19,DEN,"MF,FW",25,1998,4.6,1,1,1,0,0,0,2,0.0,2,7,0,7,1,2,4,1,DEN,"MF,FW",25,1998,4.6,215,3,22,78,116,27,215,22,10,45.5,10,45.5,127,881,425,19,5,10,11,3,148,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Jamie Leweling,GER,"MF,FW",23,2001,27,22,1663,18.5,2,2,4,2,0,0,4,0,1.6,1.6,3.8,5.4,55,51,164,0.11,0.11,0.22,0.11,0.22,0.08,0.21,0.29,0.08,0.29,GER,"MF,FW",23,2001,18.5,2,29,16,55.2,1.57,0.87,0.07,0.13,19.4,0,0,0,1.6,1.6,0.05,0.4,0.4,GER,"MF,FW",23,2001,18.5,409,580,70.5,5858,1400,251,302,83.1,137,180,76.1,14,47,29.8,2,3.8,3.3,-1.8,25,25,26,9,51,GER,"MF,FW",23,2001,18.5,16,6,6,3,7,11,25,44.0,14,22,1,21,11,27,17,1,GER,"MF,FW",23,2001,18.5,801,18,97,306,418,67,801,82,41,50.0,33,40.2,540,4272,1883,55,40,17,42,38,598,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Jarzinho Malanga,GER,DF,18,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,DF,18,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER,DF,18,2006,0.0,2,2,100.0,25,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,GER,DF,18,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER,DF,18,2006,0.0,3,0,0,0,3,0,3,0,0,,0,,1,0,0,0,0,0,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Josha Vagnoman,GER,"DF,MF",23,2000,26,19,1834,20.4,1,1,2,1,0,0,4,0,1.5,1.5,2.1,3.5,24,47,96,0.05,0.05,0.1,0.05,0.1,0.07,0.1,0.17,0.07,0.17,GER,"DF,MF",23,2000,20.4,1,15,6,40.0,0.74,0.29,0.07,0.17,16.2,0,0,0,1.5,1.5,0.1,-0.5,-0.5,GER,"DF,MF",23,2000,20.4,725,902,80.4,11327,3154,383,435,88.0,273,331,82.5,49,82,59.8,1,2.1,2.2,-1.1,22,36,18,9,47,GER,"DF,MF",23,2000,20.4,26,14,11,13,2,17,34,50.0,17,16,2,14,14,40,57,1,GER,"DF,MF",23,2000,20.4,1105,61,325,484,302,36,1105,28,8,28.6,17,60.7,541,2576,966,24,19,10,27,19,675,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Julian Chabot,GER,DF,26,1998,31,27,2269,25.2,3,1,4,3,0,0,11,1,2.0,1.8,0.5,2.4,7,108,5,0.12,0.04,0.16,0.12,0.16,0.08,0.02,0.1,0.07,0.09,GER,DF,26,1998,25.2,3,19,3,15.8,0.75,0.12,0.16,1.0,12.0,0,0,0,2.0,1.8,0.1,1.0,1.2,GER,DF,26,1998,25.2,1749,1946,89.9,30560,11888,785,824,95.3,797,854,93.3,134,222,60.4,1,0.5,0.8,0.5,6,133,5,0,108,GER,DF,26,1998,25.2,37,24,19,15,3,15,32,46.9,17,29,19,10,38,75,135,0,GER,DF,26,1998,25.2,2239,269,1010,1155,82,31,2239,5,3,60.0,2,40.0,1354,6753,3327,7,9,2,13,3,1535,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Justin Diehl,GER,"FW,DF",19,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,5,5,20,0.87,0.0,0.87,0.87,0.87,0.84,0.1,0.94,0.84,0.94,GER,"FW,DF",19,2004,1.2,1,7,1,14.3,6.06,0.87,0.14,1.0,15.8,0,0,0,1.0,1.0,0.14,0.0,0.0,GER,"FW,DF",19,2004,1.2,42,59,71.2,540,132,24,29,82.8,14,21,66.7,1,5,20.0,0,0.1,0.3,-0.1,1,3,1,0,5,GER,"FW,DF",19,2004,1.2,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0,GER,"FW,DF",19,2004,1.2,84,1,5,27,53,9,84,13,3,23.1,10,76.9,55,402,200,5,3,3,2,3,60,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,SUI,DF,22,2002,12,11,852,9.5,1,2,3,1,0,0,0,1,1.1,1.1,0.9,2.0,11,39,32,0.11,0.21,0.32,0.11,0.32,0.11,0.1,0.21,0.11,0.21,SUI,DF,22,2002,9.5,1,3,1,33.3,0.32,0.11,0.33,1.0,17.3,0,0,0,1.1,1.1,0.35,-0.1,-0.1,SUI,DF,22,2002,9.5,440,534,82.4,6941,2177,250,272,91.9,158,191,82.7,26,49,53.1,2,0.9,0.7,1.1,4,30,1,0,39,SUI,DF,22,2002,9.5,24,13,9,11,4,16,19,84.2,3,16,5,11,14,38,39,0,SUI,DF,22,2002,9.5,642,32,171,322,152,9,642,6,4,66.7,2,33.3,339,1536,640,11,13,2,6,4,376,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Luca Jaquez,SUI,DF,21,2003,5,2,253,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,18,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,SUI,DF,21,2003,2.8,0,1,0,0.0,0.36,0.0,0.0,,5.9,0,0,0,0.2,0.2,0.21,-0.2,-0.2,SUI,DF,21,2003,2.8,194,212,91.5,3215,1007,94,97,96.9,83,87,95.4,12,22,54.5,0,0.0,0.1,0.0,0,18,1,0,18,SUI,DF,21,2003,2.8,3,0,3,0,0,1,3,33.3,2,2,0,2,3,6,4,0,SUI,DF,21,2003,2.8,227,10,82,133,13,1,227,0,0,,0,,166,1091,621,5,2,0,1,0,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Maximilian Mittelstädt,GER,DF,27,1997,31,28,2469,27.4,1,7,8,1,0,0,5,0,0.9,0.9,4.7,5.6,62,182,155,0.04,0.26,0.29,0.04,0.29,0.03,0.17,0.2,0.03,0.2,GER,DF,27,1997,27.4,1,21,4,19.0,0.77,0.15,0.05,0.25,23.6,0,0,0,0.9,0.9,0.04,0.1,0.1,GER,DF,27,1997,27.4,1698,2035,83.4,27337,8592,899,968,92.9,648,768,84.4,121,231,52.4,7,4.7,7.0,2.3,47,160,61,31,182,GER,DF,27,1997,27.4,79,54,42,30,7,53,73,72.6,20,47,11,36,47,126,96,2,GER,DF,27,1997,27.4,2385,106,525,1225,646,32,2385,38,21,55.3,14,36.8,1251,6049,2909,62,52,2,24,8,1541,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",22,2002,28,17,1622,18.0,12,2,14,10,2,3,5,1,10.2,8.0,4.6,12.6,31,52,141,0.67,0.11,0.78,0.55,0.67,0.57,0.25,0.82,0.44,0.7,GER,"FW,MF",22,2002,18.0,12,46,23,50.0,2.55,1.28,0.22,0.43,12.3,0,2,3,10.2,8.0,0.17,1.8,2.0,GER,"FW,MF",22,2002,18.0,345,489,70.6,4286,1058,228,284,80.3,79,120,65.8,8,19,42.1,2,4.6,3.4,-2.6,37,31,23,0,52,GER,"FW,MF",22,2002,18.0,10,7,2,4,4,6,10,60.0,4,23,2,21,1,11,15,1,GER,"FW,MF",22,2002,18.0,788,19,60,332,405,159,785,71,31,43.7,37,52.1,470,2268,971,31,28,22,84,50,623,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,DEN,MF,24,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,MF,24,2000,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DEN,MF,24,2000,0.2,4,5,80.0,60,27,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,DEN,MF,24,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,DEN,MF,24,2000,0.2,9,3,6,1,2,0,9,0,0,,0,,3,17,3,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,GER,DF,28,1996,10,4,290,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,2,12,16,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.28,0.1,0.28,GER,DF,28,1996,3.2,0,8,2,25.0,2.48,0.62,0.0,0.0,21.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,GER,DF,28,1996,3.2,181,218,83.0,3439,898,74,78,94.9,80,92,87.0,25,42,59.5,0,0.6,0.6,-0.6,5,9,4,2,12,GER,DF,28,1996,3.2,3,2,1,0,2,2,5,40.0,3,5,1,4,2,5,6,0,GER,DF,28,1996,3.2,246,6,60,111,77,6,246,0,0,,0,,136,523,206,2,5,0,2,0,146,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,NED,DF,23,2001,25,10,1154,12.8,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,8,36,22,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12,NED,DF,23,2001,12.8,0,5,1,20.0,0.39,0.08,0.0,0.0,11.1,0,0,0,0.6,0.6,0.11,-0.6,-0.6,NED,DF,23,2001,12.8,576,688,83.7,9614,3599,297,315,94.3,234,269,87.0,36,79,45.6,1,1.0,1.5,0.0,6,43,5,2,36,NED,DF,23,2001,12.8,20,9,11,7,2,9,13,69.2,4,15,7,8,19,39,63,0,NED,DF,23,2001,12.8,839,67,338,418,86,11,839,9,5,55.6,4,44.4,418,2028,761,8,5,2,6,4,499,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,GER,MF,24,2000,11,2,270,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,2,11,3,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.19,0.18,0.19,GER,MF,24,2000,3.0,0,5,2,40.0,1.67,0.67,0.0,0.0,20.3,0,0,0,0.5,0.5,0.11,-0.5,-0.5,GER,MF,24,2000,3.0,156,190,82.1,2404,735,87,98,88.8,55,65,84.6,9,16,56.3,0,0.0,0.1,0.0,1,17,3,0,11,GER,MF,24,2000,3.0,9,6,3,5,1,9,10,90.0,1,5,2,3,4,13,6,0,GER,MF,24,2000,3.0,225,7,50,143,35,4,225,1,1,100.0,0,0.0,105,405,182,2,0,1,2,1,164,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,GER,GK,32,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,32,1992,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER,GK,32,1992,6.0,148,207,71.5,3850,2771,41,41,100.0,70,71,98.6,37,93,39.8,0,0.0,0.1,0.0,0,2,2,0,0,GER,GK,32,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,GER,GK,32,1992,6.0,218,177,218,0,0,0,218,0,0,,0,,138,591,322,0,0,0,0,0,123,0,GER,GK,32,1992,6.0,13,1,0,0,0,9.7,0.32,-3.3,-0.55,28,73,38.4,166,26,31.3,31.0,40,52.5,42.6,85,0,0.0,4,0.67,14.2
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,GER,MF,19,2004,15,11,922,10.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,5,42,19,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,GER,MF,19,2004,10.2,1,11,3,27.3,1.07,0.29,0.09,0.33,17.4,1,0,0,0.9,0.9,0.09,0.1,0.1,GER,MF,19,2004,10.2,351,465,75.5,5960,1692,163,195,83.6,132,165,80.0,40,64,62.5,0,0.6,0.7,-0.6,10,28,6,1,42,GER,MF,19,2004,10.2,10,4,4,5,1,5,14,35.7,9,14,3,11,6,16,15,0,GER,MF,19,2004,10.2,549,16,117,331,105,18,549,9,6,66.7,3,33.3,260,952,437,5,5,1,11,1,329,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,SRB,FW,24,2000,16,11,937,10.4,7,0,7,6,1,1,1,0,4.9,4.1,0.3,4.4,5,13,59,0.67,0.0,0.67,0.58,0.58,0.47,0.03,0.5,0.39,0.42,SRB,FW,24,2000,10.4,7,27,11,40.7,2.59,1.06,0.22,0.55,12.1,0,1,1,4.9,4.1,0.15,2.1,1.9,SRB,FW,24,2000,10.4,110,191,57.6,1223,314,72,104,69.2,24,52,46.2,1,5,20.0,0,0.3,0.2,-0.3,6,16,0,0,13,SRB,FW,24,2000,10.4,2,2,0,2,0,0,6,0.0,6,7,3,4,5,7,6,1,SRB,FW,24,2000,10.4,302,10,32,139,135,45,301,7,1,14.3,6,85.7,151,560,167,5,6,4,32,9,209,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
